row,var,qid,status,reason,existing_r1,existing_r2,existing_r3,existing_r4,proposed_r1,proposed_r2,proposed_r3,proposed_r4,source,question_excerpt
232,vG7m07,G7,match,,"0,1",,,,"0,1",,,,multiple-response binary,"G7‧請問您經常透過哪一些社群媒體、入口網站及整合新聞網站來看網路新聞?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(12)隨機出現】【E1答(01)者,需回答此題】 提示說明: 1.括號內只是舉例,若有符合括號內其中一項就可以選。 2.若是在臉書上出現什麼新聞、就看什麼新聞,請選「社群媒體」。 □ (01)社群媒體(例如:臉書、Threads、X)【與K2答(90)者互斥】 □ (02)即時通訊軟體(例如:LINE Today、WeChat微信)【與K1答(90)者互斥】 □ (03)Yahoo!新聞 □ (04)Microsoft"
233,vG7m08,G7,match,,"0,1",,,,"0,1",,,,multiple-response binary,"G7‧請問您經常透過哪一些社群媒體、入口網站及整合新聞網站來看網路新聞?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(12)隨機出現】【E1答(01)者,需回答此題】 提示說明: 1.括號內只是舉例,若有符合括號內其中一項就可以選。 2.若是在臉書上出現什麼新聞、就看什麼新聞,請選「社群媒體」。 □ (01)社群媒體(例如:臉書、Threads、X)【與K2答(90)者互斥】 □ (02)即時通訊軟體(例如:LINE Today、WeChat微信)【與K1答(90)者互斥】 □ (03)Yahoo!新聞 □ (04)Microsoft"
234,vG7m09,G7,match,,"0,1",,,,"0,1",,,,multiple-response binary,"G7‧請問您經常透過哪一些社群媒體、入口網站及整合新聞網站來看網路新聞?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(12)隨機出現】【E1答(01)者,需回答此題】 提示說明: 1.括號內只是舉例,若有符合括號內其中一項就可以選。 2.若是在臉書上出現什麼新聞、就看什麼新聞,請選「社群媒體」。 □ (01)社群媒體(例如:臉書、Threads、X)【與K2答(90)者互斥】 □ (02)即時通訊軟體(例如:LINE Today、WeChat微信)【與K1答(90)者互斥】 □ (03)Yahoo!新聞 □ (04)Microsoft"
235,vG7m10,G7,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"G7‧請問您經常透過哪一些社群媒體、入口網站及整合新聞網站來看網路新聞?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(12)隨機出現】【E1答(01)者,需回答此題】 提示說明: 1.括號內只是舉例,若有符合括號內其中一項就可以選。 2.若是在臉書上出現什麼新聞、就看什麼新聞,請選「社群媒體」。 □ (01)社群媒體(例如:臉書、Threads、X)【與K2答(90)者互斥】 □ (02)即時通訊軟體(例如:LINE Today、WeChat微信)【與K1答(90)者互斥】 □ (03)Yahoo!新聞 □ (04)Microsoft"
236,vG7m11,G7,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"G7‧請問您經常透過哪一些社群媒體、入口網站及整合新聞網站來看網路新聞?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(12)隨機出現】【E1答(01)者,需回答此題】 提示說明: 1.括號內只是舉例,若有符合括號內其中一項就可以選。 2.若是在臉書上出現什麼新聞、就看什麼新聞,請選「社群媒體」。 □ (01)社群媒體(例如:臉書、Threads、X)【與K2答(90)者互斥】 □ (02)即時通訊軟體(例如:LINE Today、WeChat微信)【與K1答(90)者互斥】 □ (03)Yahoo!新聞 □ (04)Microsoft"
237,vG7m12,G7,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"G7‧請問您經常透過哪一些社群媒體、入口網站及整合新聞網站來看網路新聞?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(12)隨機出現】【E1答(01)者,需回答此題】 提示說明: 1.括號內只是舉例,若有符合括號內其中一項就可以選。 2.若是在臉書上出現什麼新聞、就看什麼新聞,請選「社群媒體」。 □ (01)社群媒體(例如:臉書、Threads、X)【與K2答(90)者互斥】 □ (02)即時通訊軟體(例如:LINE Today、WeChat微信)【與K1答(90)者互斥】 □ (03)Yahoo!新聞 □ (04)Microsoft"
238,vG7m88,G7,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"G7‧請問您經常透過哪一些社群媒體、入口網站及整合新聞網站來看網路新聞?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(12)隨機出現】【E1答(01)者,需回答此題】 提示說明: 1.括號內只是舉例,若有符合括號內其中一項就可以選。 2.若是在臉書上出現什麼新聞、就看什麼新聞,請選「社群媒體」。 □ (01)社群媒體(例如:臉書、Threads、X)【與K2答(90)者互斥】 □ (02)即時通訊軟體(例如:LINE Today、WeChat微信)【與K1答(90)者互斥】 □ (03)Yahoo!新聞 □ (04)Microsoft"
239,vG7m90,G7,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"G7‧請問您經常透過哪一些社群媒體、入口網站及整合新聞網站來看網路新聞?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(12)隨機出現】【E1答(01)者,需回答此題】 提示說明: 1.括號內只是舉例,若有符合括號內其中一項就可以選。 2.若是在臉書上出現什麼新聞、就看什麼新聞,請選「社群媒體」。 □ (01)社群媒體(例如:臉書、Threads、X)【與K2答(90)者互斥】 □ (02)即時通訊軟體(例如:LINE Today、WeChat微信)【與K1答(90)者互斥】 □ (03)Yahoo!新聞 □ (04)Microsoft"
240,vG8m01,G8,match,,"0,1",,,,"0,1",,,,multiple-response binary,"G8‧除了電視以外,有些人會透過網站、APP,或YouTube頻道來看電視新聞,那你會透過這些管道來看哪些電視台?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(16)隨機出現】【E1答(01)者,需回答此題】 提示說明:若都在YouTube看新聞,請回想有看哪些頻道的新聞並點選。 □ (01)ETtoday新聞雲 □ (02)EBC東森財經新聞 □ (03)EBC東森新聞 □ (04)中天新聞網(包括:快點TV) □ (05)壹新聞Next TV □ (06)TVBS新聞網 □ (07)三立新聞網 □ (08)中視新聞 □ (09)台"
241,vG8m02,G8,match,,"0,1",,,,"0,1",,,,multiple-response binary,"G8‧除了電視以外,有些人會透過網站、APP,或YouTube頻道來看電視新聞,那你會透過這些管道來看哪些電視台?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(16)隨機出現】【E1答(01)者,需回答此題】 提示說明:若都在YouTube看新聞,請回想有看哪些頻道的新聞並點選。 □ (01)ETtoday新聞雲 □ (02)EBC東森財經新聞 □ (03)EBC東森新聞 □ (04)中天新聞網(包括:快點TV) □ (05)壹新聞Next TV □ (06)TVBS新聞網 □ (07)三立新聞網 □ (08)中視新聞 □ (09)台"
242,vG8m03,G8,match,,"0,1",,,,"0,1",,,,multiple-response binary,"G8‧除了電視以外,有些人會透過網站、APP,或YouTube頻道來看電視新聞,那你會透過這些管道來看哪些電視台?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(16)隨機出現】【E1答(01)者,需回答此題】 提示說明:若都在YouTube看新聞,請回想有看哪些頻道的新聞並點選。 □ (01)ETtoday新聞雲 □ (02)EBC東森財經新聞 □ (03)EBC東森新聞 □ (04)中天新聞網(包括:快點TV) □ (05)壹新聞Next TV □ (06)TVBS新聞網 □ (07)三立新聞網 □ (08)中視新聞 □ (09)台"
243,vG8m04,G8,match,,"0,1",,,,"0,1",,,,multiple-response binary,"G8‧除了電視以外,有些人會透過網站、APP,或YouTube頻道來看電視新聞,那你會透過這些管道來看哪些電視台?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(16)隨機出現】【E1答(01)者,需回答此題】 提示說明:若都在YouTube看新聞,請回想有看哪些頻道的新聞並點選。 □ (01)ETtoday新聞雲 □ (02)EBC東森財經新聞 □ (03)EBC東森新聞 □ (04)中天新聞網(包括:快點TV) □ (05)壹新聞Next TV □ (06)TVBS新聞網 □ (07)三立新聞網 □ (08)中視新聞 □ (09)台"
244,vG8m05,G8,match,,"0,1",,,,"0,1",,,,multiple-response binary,"G8‧除了電視以外,有些人會透過網站、APP,或YouTube頻道來看電視新聞,那你會透過這些管道來看哪些電視台?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(16)隨機出現】【E1答(01)者,需回答此題】 提示說明:若都在YouTube看新聞,請回想有看哪些頻道的新聞並點選。 □ (01)ETtoday新聞雲 □ (02)EBC東森財經新聞 □ (03)EBC東森新聞 □ (04)中天新聞網(包括:快點TV) □ (05)壹新聞Next TV □ (06)TVBS新聞網 □ (07)三立新聞網 □ (08)中視新聞 □ (09)台"
245,vG8m06,G8,match,,"0,1",,,,"0,1",,,,multiple-response binary,"G8‧除了電視以外,有些人會透過網站、APP,或YouTube頻道來看電視新聞,那你會透過這些管道來看哪些電視台?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(16)隨機出現】【E1答(01)者,需回答此題】 提示說明:若都在YouTube看新聞,請回想有看哪些頻道的新聞並點選。 □ (01)ETtoday新聞雲 □ (02)EBC東森財經新聞 □ (03)EBC東森新聞 □ (04)中天新聞網(包括:快點TV) □ (05)壹新聞Next TV □ (06)TVBS新聞網 □ (07)三立新聞網 □ (08)中視新聞 □ (09)台"
246,vG8m07,G8,match,,"0,1",,,,"0,1",,,,multiple-response binary,"G8‧除了電視以外,有些人會透過網站、APP,或YouTube頻道來看電視新聞,那你會透過這些管道來看哪些電視台?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(16)隨機出現】【E1答(01)者,需回答此題】 提示說明:若都在YouTube看新聞,請回想有看哪些頻道的新聞並點選。 □ (01)ETtoday新聞雲 □ (02)EBC東森財經新聞 □ (03)EBC東森新聞 □ (04)中天新聞網(包括:快點TV) □ (05)壹新聞Next TV □ (06)TVBS新聞網 □ (07)三立新聞網 □ (08)中視新聞 □ (09)台"
247,vG8m08,G8,match,,"0,1",,,,"0,1",,,,multiple-response binary,"G8‧除了電視以外,有些人會透過網站、APP,或YouTube頻道來看電視新聞,那你會透過這些管道來看哪些電視台?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(16)隨機出現】【E1答(01)者,需回答此題】 提示說明:若都在YouTube看新聞,請回想有看哪些頻道的新聞並點選。 □ (01)ETtoday新聞雲 □ (02)EBC東森財經新聞 □ (03)EBC東森新聞 □ (04)中天新聞網(包括:快點TV) □ (05)壹新聞Next TV □ (06)TVBS新聞網 □ (07)三立新聞網 □ (08)中視新聞 □ (09)台"
248,vG8m09,G8,match,,"0,1",,,,"0,1",,,,multiple-response binary,"G8‧除了電視以外,有些人會透過網站、APP,或YouTube頻道來看電視新聞,那你會透過這些管道來看哪些電視台?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(16)隨機出現】【E1答(01)者,需回答此題】 提示說明:若都在YouTube看新聞,請回想有看哪些頻道的新聞並點選。 □ (01)ETtoday新聞雲 □ (02)EBC東森財經新聞 □ (03)EBC東森新聞 □ (04)中天新聞網(包括:快點TV) □ (05)壹新聞Next TV □ (06)TVBS新聞網 □ (07)三立新聞網 □ (08)中視新聞 □ (09)台"
249,vG8m10,G8,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"G8‧除了電視以外,有些人會透過網站、APP,或YouTube頻道來看電視新聞,那你會透過這些管道來看哪些電視台?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(16)隨機出現】【E1答(01)者,需回答此題】 提示說明:若都在YouTube看新聞,請回想有看哪些頻道的新聞並點選。 □ (01)ETtoday新聞雲 □ (02)EBC東森財經新聞 □ (03)EBC東森新聞 □ (04)中天新聞網(包括:快點TV) □ (05)壹新聞Next TV □ (06)TVBS新聞網 □ (07)三立新聞網 □ (08)中視新聞 □ (09)台"
250,vG8m11,G8,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"G8‧除了電視以外,有些人會透過網站、APP,或YouTube頻道來看電視新聞,那你會透過這些管道來看哪些電視台?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(16)隨機出現】【E1答(01)者,需回答此題】 提示說明:若都在YouTube看新聞,請回想有看哪些頻道的新聞並點選。 □ (01)ETtoday新聞雲 □ (02)EBC東森財經新聞 □ (03)EBC東森新聞 □ (04)中天新聞網(包括:快點TV) □ (05)壹新聞Next TV □ (06)TVBS新聞網 □ (07)三立新聞網 □ (08)中視新聞 □ (09)台"
251,vG8m12,G8,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"G8‧除了電視以外,有些人會透過網站、APP,或YouTube頻道來看電視新聞,那你會透過這些管道來看哪些電視台?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(16)隨機出現】【E1答(01)者,需回答此題】 提示說明:若都在YouTube看新聞,請回想有看哪些頻道的新聞並點選。 □ (01)ETtoday新聞雲 □ (02)EBC東森財經新聞 □ (03)EBC東森新聞 □ (04)中天新聞網(包括:快點TV) □ (05)壹新聞Next TV □ (06)TVBS新聞網 □ (07)三立新聞網 □ (08)中視新聞 □ (09)台"
252,vG8m13,G8,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"G8‧除了電視以外,有些人會透過網站、APP,或YouTube頻道來看電視新聞,那你會透過這些管道來看哪些電視台?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(16)隨機出現】【E1答(01)者,需回答此題】 提示說明:若都在YouTube看新聞,請回想有看哪些頻道的新聞並點選。 □ (01)ETtoday新聞雲 □ (02)EBC東森財經新聞 □ (03)EBC東森新聞 □ (04)中天新聞網(包括:快點TV) □ (05)壹新聞Next TV □ (06)TVBS新聞網 □ (07)三立新聞網 □ (08)中視新聞 □ (09)台"
253,vG8m14,G8,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"G8‧除了電視以外,有些人會透過網站、APP,或YouTube頻道來看電視新聞,那你會透過這些管道來看哪些電視台?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(16)隨機出現】【E1答(01)者,需回答此題】 提示說明:若都在YouTube看新聞,請回想有看哪些頻道的新聞並點選。 □ (01)ETtoday新聞雲 □ (02)EBC東森財經新聞 □ (03)EBC東森新聞 □ (04)中天新聞網(包括:快點TV) □ (05)壹新聞Next TV □ (06)TVBS新聞網 □ (07)三立新聞網 □ (08)中視新聞 □ (09)台"
254,vG8m15,G8,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"G8‧除了電視以外,有些人會透過網站、APP,或YouTube頻道來看電視新聞,那你會透過這些管道來看哪些電視台?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(16)隨機出現】【E1答(01)者,需回答此題】 提示說明:若都在YouTube看新聞,請回想有看哪些頻道的新聞並點選。 □ (01)ETtoday新聞雲 □ (02)EBC東森財經新聞 □ (03)EBC東森新聞 □ (04)中天新聞網(包括:快點TV) □ (05)壹新聞Next TV □ (06)TVBS新聞網 □ (07)三立新聞網 □ (08)中視新聞 □ (09)台"
255,vG8m16,G8,match,,"0,1",96,,,"0,1",96,,,multiple-response binary,"G8‧除了電視以外,有些人會透過網站、APP,或YouTube頻道來看電視新聞,那你會透過這些管道來看哪些電視台?(可多選) 【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(16)隨機出現】【E1答(01)者,需回答此題】 提示說明:若都在YouTube看新聞,請回想有看哪些頻道的新聞並點選。 □ (01)ETtoday新聞雲 □ (02)EBC東森財經新聞 □ (03)EBC東森新聞 □ (04)中天新聞網(包括:快點TV) □ (05)壹新聞Next TV □ (06)TVBS新聞網 □ (07)三立新聞網 □ (08)中視新聞 □ (09)台"
